company,tier,job_count,avg_salary,median_salary,avg_experience,disclosed_salary_count,top_skills,salary_data_note
Wibmo,MNC/IT Services,1,10.74,10.74,3.5,0,"Tableau, Excel",estimated_only
White Horse Manpower Consultancy Private Limited,Startup/Other,1,16.66,16.66,6.5,0,Python,estimated_only
White Clarke India,Startup/Other,1,3.84,3.84,0.5,0,Excel,estimated_only
Credence HR Services,Product,1,19.05,19.05,7.0,0,"SAS, SQL, Python",estimated_only
Creative Hands HR Consultancy,Startup/Other,1,7.47,7.47,2.0,0,"Machine Learning, Python",estimated_only
Covalensedigital,Startup/Other,1,9.96,9.96,4.5,0,Excel,estimated_only
Country Veggie,Startup/Other,1,7.65,7.65,2.0,0,Machine Learning,estimated_only
Cosmicit Informatics India Private Limited,Startup/Other,1,16.92,16.92,6.5,0,"Spark, Statistics, R",estimated_only
Corporate1 Consultants,Startup/Other,1,16.0,16.0,5.5,0,"ETL, Spark",estimated_only
Conviva,Startup/Other,1,15.69,15.69,8.0,0,,estimated_only
Convergence Infotech,Startup/Other,1,11.87,11.87,5.0,0,AWS,estimated_only
Convate Consultancy Services Pvt Ltd,Startup/Other,1,26.08,26.08,10.5,0,"Azure, Python, Spark, AWS",estimated_only
"Continues Intelligence Lab Pvt.Ltd,",Startup/Other,1,21.84,21.84,12.5,0,"Machine Learning, NoSQL, Spark, R, SQL",estimated_only
Continental Corporation,Startup/Other,1,10.21,10.21,4.5,0,SQL,estimated_only
Consult ShekharPandey,Startup/Other,1,16.5,16.5,6.5,0,Agile,estimated_only
AT and T Global Business Services India P. Ltd.,Startup/Other,1,22.64,22.64,9.0,0,"Data Modeling, Machine Learning, SQL",estimated_only
ASM Technologies,Startup/Other,1,18.4,18.4,5.5,0,"Data Visualization, C++, Python",estimated_only
ASL HR Solutions Pvt. Ltd,Startup/Other,1,14.68,14.68,8.0,0,Agile,estimated_only
ARM Treasure Data,Startup/Other,1,16.98,16.98,5.5,0,"SQL, Python, NoSQL, Spark",estimated_only
AR Consultant,Startup/Other,1,18.68,18.68,6.5,0,"Machine Learning, NLP, Python, R",estimated_only
Xamplay,Startup/Other,1,11.43,11.43,5.0,0,"Data Visualization, Machine Learning",estimated_only
XYTIQ TECHNOLOGIES PRIVATE LIMITED,Startup/Other,1,16.0,16.0,6.5,0,"Python, Java, Spark, Azure, Scala",estimated_only
XPHENO PRIVATE LIMITED,Startup/Other,1,18.97,18.97,6.0,0,"ETL, SQL, Python, Spark",estimated_only
XFORIA TECHNOLOGIES PRIVATE LIMITED,Startup/Other,1,9.38,9.38,3.5,0,,estimated_only
Wrackle,Startup/Other,1,16.35,16.35,7.0,0,"Machine Learning, Power BI, NLP, Git, Python",estimated_only
Wonese India Pvt Ltd.,Startup/Other,1,11.71,11.71,3.5,0,"SQL, Scala, Spark",estimated_only
Wize Careers Consultants,Startup/Other,1,18.32,18.32,6.5,0,"GCP, SQL",estimated_only
Wissen Technology,Startup/Other,1,16.84,16.84,6.0,0,"GCP, Pandas, SQL, Python, APIs",estimated_only
Wipfli India LLP,Startup/Other,1,26.85,26.85,10.5,0,"Tableau, Agile, Excel",estimated_only
Winvest technology consultancy services Pvt Ltd,Startup/Other,1,17.19,17.19,6.5,0,"ETL, NoSQL, Java, Snowflake, SQL",estimated_only
Windows Consultants Pvt. Ltd.,Startup/Other,1,6.81,6.81,2.5,0,Excel,estimated_only
Xandr India Private Limited,Startup/Other,1,16.83,16.83,7.0,0,"Java, Spark, Kafka, Azure, SQL",estimated_only
CliqHR Recruitment Services,Startup/Other,1,25.35,25.35,9.5,0,"GCP, Java, SQL, Python, Docker",estimated_only
Client of Strivex Consulting Pvt. Ltd,Startup/Other,1,22.77,22.77,9.5,0,"ETL, Python, Spark, AWS",estimated_only
Client of PeopleLogic,Startup/Other,1,13.34,13.34,7.0,0,,estimated_only
Client of PEOPLELOGIC BUSINESS SOLUTIONS,Startup/Other,1,3.94,3.94,0.5,0,,estimated_only
Cleo Communications,Startup/Other,1,14.45,14.45,7.0,0,,estimated_only
Clear Trail Technologies Pvt Ltd,Startup/Other,1,27.93,27.93,16.5,0,"Machine Learning, Power BI, Spark, Tableau, Python",estimated_only
Class One Exchange.,Startup/Other,1,14.3,14.3,5.5,0,,estimated_only
Citicorp Services India Pvt Ltd,Startup/Other,1,5.86,5.86,2.0,0,SAS,estimated_only
Cirus,Startup/Other,1,10.91,10.91,4.5,0,"Java, Spark, Airflow, SQL, Python",estimated_only
Cimpress,Startup/Other,1,11.47,11.47,5.0,0,Python,estimated_only
Choice Consultants,Startup/Other,1,17.86,17.86,6.5,0,"NumPy, SQL, Python, Pandas",estimated_only
Cervello India Private Limited,Startup/Other,1,16.51,16.51,5.5,0,"Tableau, Python, Machine Learning",estimated_only
Cerulean Information Technology Pvt. Ltd.,Startup/Other,1,11.52,11.52,4.0,0,"SQL, Python",estimated_only
Consult KPI,Startup/Other,1,11.37,11.37,4.0,0,Python,estimated_only
AXA Technology Services India Pvt. Ltd,Startup/Other,1,6.69,6.69,3.0,0,Data Modeling,estimated_only
Connecting 2 Work,Startup/Other,1,10.9,10.9,5.0,0,"Machine Learning, SQL, Python, NoSQL",estimated_only
Conduent,Startup/Other,1,6.58,6.58,3.0,0,,estimated_only
Concentrix Services India Private Limited.,Startup/Other,1,10.15,10.15,3.5,0,,estimated_only
Commcise,Startup/Other,1,22.86,22.86,9.5,0,,estimated_only
CoinDCX,Startup/Other,1,12.23,12.23,4.5,0,"Java, Spark, Data Modeling, Scala, Docker",estimated_only
Cohesity,Startup/Other,1,18.21,18.21,6.5,0,"Machine Learning, Java, Azure, Python, AWS",estimated_only
Cognizer India Private Limited,Startup/Other,1,12.97,12.97,3.5,0,"Machine Learning, NLP",estimated_only
Cogniphi Technologies,Startup/Other,1,26.68,26.68,9.5,0,"NoSQL, MongoDB, Spark, Kafka, SQL",estimated_only
Your Pitchh,Startup/Other,1,3.72,3.72,0.5,0,"C++, Java",estimated_only
YouGov,Startup/Other,1,10.44,10.44,3.5,0,Excel,estimated_only
Yocket,Startup/Other,1,6.77,6.77,2.0,0,SQL,estimated_only
Yespired,Startup/Other,1,17.58,17.58,5.5,0,"Data Visualization, Communication, Tableau, SQL, Excel",estimated_only
YPR Informatics Private Limited,Startup/Other,1,17.51,17.51,6.5,0,"ETL, Spark, Azure, SQL, Python",estimated_only
YALLAS TECHNOLOGY SOLUTIONS (OPC) PRIVATE LIMITED,Startup/Other,1,16.0,16.0,5.5,0,"Data Modeling, ETL, SQL, Snowflake",estimated_only
Xoxoday,Startup/Other,1,23.04,23.04,10.5,0,"SQL, MongoDB, NoSQL",estimated_only
Xceedance,Startup/Other,1,15.21,15.21,7.5,0,"ETL, NumPy, Pandas, Communication, Python",estimated_only
AMSI Technologies,Startup/Other,1,21.46,21.46,12.0,0,Git,estimated_only
zMed Healthcare Technologies,Startup/Other,1,4.6,4.6,1.0,0,Machine Learning,estimated_only
position2 marketing pvt ltd,Startup/Other,1,16.78,16.78,6.5,0,"Tableau, Power BI, Snowflake, ETL",estimated_only
webtrace software solution pvt ltd,Startup/Other,1,11.49,11.49,3.5,0,"Python, AWS",estimated_only
vEnrichU,Startup/Other,1,26.98,26.98,17.5,0,"Spark, AWS",estimated_only
01MARCOM,Startup/Other,1,22.08,22.08,11.0,0,SQL,estimated_only
AIM recruits,Startup/Other,1,17.13,17.13,6.0,0,"ETL, NLP, Azure, R, Python",estimated_only
ADABODE,Startup/Other,1,11.63,11.63,4.0,0,"GCP, Spark, Airflow, SQL, Python",estimated_only
ACT Fibernet,Startup/Other,1,6.76,6.76,2.0,0,,estimated_only
Zone IT,Startup/Other,1,10.7,10.7,3.5,0,"Python, Spark, Agile",estimated_only
Zolostays Property Solutions Pvt. Ltd.,Startup/Other,1,13.99,13.99,7.5,0,,estimated_only
Zolostays,Startup/Other,1,7.31,7.31,3.0,0,"Spark, AWS",estimated_only
Zkonsult Innovative Solutions Private Limited,Startup/Other,1,15.17,15.17,6.5,0,"ETL, Python, Power BI",estimated_only
Zion HR Services,Startup/Other,1,16.6,16.6,6.5,0,"Spark, Azure, SQL, Python, Databricks",estimated_only
Codecraft Technologies Private Limited,Startup/Other,1,24.29,24.29,11.5,0,"Tableau, SQL, Power BI, Machine Learning",estimated_only
"CodeCrafts, Inc",Startup/Other,1,6.97,6.97,2.0,0,"SQL, Java, Azure, NoSQL",estimated_only
Infogain India (P) Ltd.,Startup/Other,1,11.78,11.78,5.0,0,"Java, Spark, Azure, Python, AWS",estimated_only
Inflexon Point,Startup/Other,1,19.24,19.24,7.5,0,"NLP, Machine Learning, TensorFlow, Scikit-learn",estimated_only
Infiniti Research,Startup/Other,1,15.37,15.37,6.5,0,Excel,estimated_only
India Anlage Infotech (I) Pvt. Ltd.,Startup/Other,1,16.91,16.91,7.5,0,SAS,estimated_only
Incture Technologies Pvt. Ltd.,Startup/Other,1,11.74,11.74,4.5,0,"Azure, SQL, Python, Databricks",estimated_only
Impelsys India Pvt Ltd,Startup/Other,1,24.22,24.22,10.5,0,"ETL, NoSQL, MongoDB, SQL, AWS",estimated_only
Broadridge,Startup/Other,1,10.88,10.88,3.5,0,"SQL, Java, Agile, NoSQL",estimated_only
tact.ai,Startup/Other,1,10.27,10.27,4.5,0,"Communication, Agile",estimated_only
intelligent industrial internet systems pvt ltd.,Startup/Other,1,10.53,10.53,4.5,0,APIs,estimated_only
infrabeat technologies Pvt. Ltd.,Startup/Other,1,9.47,9.47,4.0,0,,estimated_only
infoveave,Startup/Other,1,10.15,10.15,4.5,0,"Communication, Excel",estimated_only
infallible HR,Startup/Other,1,17.32,17.32,7.0,0,SQL,estimated_only
iTech,Startup/Other,1,19.51,19.51,5.5,0,Spark,estimated_only
iFlex (RecruitingPartner),Startup/Other,1,11.14,11.14,4.5,0,"NoSQL, MongoDB, Java, Spark, Scala",estimated_only
75F,Startup/Other,1,10.24,10.24,5.0,0,,estimated_only
ANA DATA CONSULTING PRIVATE LIMITED,Startup/Other,1,28.75,28.75,9.5,0,Python,estimated_only
